Date,Price,Open,High,Low,Volume,Chg%
3/10/2022,53183,52680,53439,52410,33010,0.87
3/11/2022,52828,53001,53148,52227,34030,-0.67
3/14/2022,52238,52613,52750,52061,22340,-1.12
3/15/2022,51522,51900,52009,51202,25680,-1.37
3/16/2022,51105,51400,51476,51000,16210,-0.81
3/17/2022,51597,51400,51750,51318,14700,0.96
3/18/2022,51383,51550,51670,51296,7070,-0.41
3/21/2022,51546,51390,51722,51283,11700,0.32
3/22/2022,51219,51595,51842,50980,16200,-0.63
3/23/2022,51580,51238,51620,51103,11740,0.7
3/24/2022,51841,51666,51922,51504,17160,0.51
3/25/2022,51687,51924,51924,51542,10900,-0.3
3/28/2022,51442,51602,51747,51257,13950,-0.47
3/29/2022,50730,51292,51296,50340,17870,-1.38
3/30/2022,51042,50930,51343,50735,5640,0.62
3/31/2022,51633,51100,51788,50906,430,1.16
4/1/2022,51264,51531,51605,51200,200,-0.71
4/4/2022,51229,51209,51306,50950,190,-0.07
4/5/2022,51619,51300,52200,51127,340,0.76
4/6/2022,51433,51339,51645,51158,13160,-0.36
4/7/2022,51681,51450,51760,51398,9940,0.48
4/8/2022,51854,51622,51969,51515,12000,0.33
4/11/2022,51985,51999,52521,51840,15750,0.25
4/12/2022,52656,52100,52764,52100,15370,1.29
4/13/2022,52871,52619,52925,52580,9290,0.41
4/14/2022,52793,52805,52911,52400,7840,-0.15
4/18/2022,53104,52950,53478,52950,13890,0.59
4/19/2022,52603,53000,53259,52507,15290,-0.94
4/20/2022,52499,52511,52545,52183,12710,-0.2
4/21/2022,52356,52498,52498,52101,12110,-0.27
4/22/2022,52250,52349,52630,52102,15490,-0.2
4/25/2022,51462,52125,52125,51380,13730,-1.51
4/26/2022,51655,51528,51800,51473,9140,0.38
4/27/2022,51357,51693,51693,51223,9730,-0.58
4/28/2022,51391,51224,51450,51000,9190,0.07
4/29/2022,51809,51600,51987,51553,1990,0.81
5/2/2022,50831,51201,51920,50575,690,-1.89
5/3/2022,51022,52300,52300,50660,80,0.38
5/4/2022,50836,50882,50970,50804,30,-0.36
5/5/2022,51653,51699,51900,51240,10,1.61
5/6/2022,51381,50953,51543,50953,14580,-0.53
5/9/2022,51026,51395,51416,50975,12930,-0.69
5/10/2022,50662,51052,51150,50584,13110,-0.71
5/11/2022,50862,50575,50920,50365,14930,0.39
5/12/2022,50249,50877,51057,50200,14270,-1.21
5/13/2022,49944,50300,50302,49747,12480,-0.61
5/16/2022,50291,50095,50338,49660,12980,0.69
5/17/2022,50237,50398,50550,50191,11210,-0.11
5/18/2022,50235,50159,50395,49910,13460,0
5/19/2022,50579,50344,50780,50085,15310,0.68
5/20/2022,50842,50551,50886,50514,11760,0.52
5/23/2022,50934,50854,51165,50827,10010,0.18
5/24/2022,51146,50875,51239,50875,9990,0.42
5/25/2022,50815,51100,51143,50700,10610,-0.65
5/26/2022,50858,50800,50918,50615,7050,0.08
5/27/2022,50961,50950,51108,50863,10050,0.2
5/30/2022,50908,51097,51115,50835,3000,-0.1
5/31/2022,50924,50880,51280,50755,340,0.03
6/1/2022,50504,50650,50849,50317,150,-0.82
6/2/2022,51078,50900,51296,50900,10,1.14
6/3/2022,51287,52030,52030,51030,40,0.41
6/6/2022,50871,51087,51120,50820,7550,-0.81
6/7/2022,50929,50822,51030,50680,9200,0.11
6/8/2022,51036,50865,51103,50835,7540,0.21
6/9/2022,50971,51047,51095,50805,8080,-0.13
6/10/2022,51645,50893,51725,50460,23680,1.32
6/13/2022,50682,51457,51633,50600,19290,-1.86
6/14/2022,50251,50630,50680,50200,10820,-0.85
6/15/2022,50433,50398,50830,50272,14220,0.36
6/16/2022,50945,50775,51040,50317,16960,1.02
6/17/2022,50824,50889,51130,50800,10680,-0.24
6/20/2022,50748,50847,50933,50711,5740,-0.15
6/21/2022,50775,50850,50945,50685,7270,0.05
6/22/2022,50898,50738,51098,50541,14350,0.24
6/23/2022,50608,50808,51007,50575,12730,-0.57
6/24/2022,50614,50580,50715,50442,8270,0.01
6/27/2022,50681,50753,50945,50608,7910,0.13
6/28/2022,50824,50770,50930,50728,7010,0.28
6/29/2022,50836,50790,51171,50740,2870,0.02
6/30/2022,50719,50850,51038,50590,430,-0.23
7/1/2022,52227,51520,53675,51188,150,2.97
7/4/2022,51808,52597,52597,51421,130,-0.8
7/5/2022,52238,52766,52766,51999,20,0.83
7/6/2022,50581,51448,51595,50515,18620,-3.17
7/7/2022,50691,50741,50909,50607,9490,0.22
7/8/2022,50832,50710,51030,50411,12500,0.28
7/11/2022,50709,50790,50916,50675,7130,-0.24
7/12/2022,50532,50755,50825,50512,10230,-0.35
7/13/2022,50849,50550,50980,50200,16590,0.63
7/14/2022,50323,50750,50786,50166,16020,-1.03
7/15/2022,50212,50305,50387,50051,11800,-0.22
7/18/2022,50457,50210,50670,50210,11420,0.49
7/19/2022,50395,50419,50540,50300,7050,-0.12
7/20/2022,50309,50386,50530,50280,7830,-0.17
7/21/2022,50427,50255,50527,49770,18510,0.23
7/22/2022,50720,50420,50912,50380,11080,0.58
7/25/2022,50567,50735,50826,50475,8690,-0.3
7/26/2022,50612,50580,50735,50501,6640,0.09
7/27/2022,50722,50589,50760,50525,6960,0.22
7/28/2022,51274,50900,51345,50876,9830,1.09
7/29/2022,51365,51443,51467,51166,5680,0.18
8/1/2022,51260,51899,51899,51023,1350,-0.2
8/2/2022,51274,51438,51527,51100,230,0.03
8/3/2022,51216,51250,51375,51137,70,-0.11
8/4/2022,51802,51713,51903,51713,10,1.14
8/5/2022,51641,51935,51965,51525,60,-0.31
8/8/2022,52183,51902,52231,51734,8690,1.05
8/9/2022,52383,52274,52479,52184,4660,0.38
8/10/2022,52184,52350,52485,52105,10090,-0.38
8/11/2022,52246,52065,52400,51903,9130,0.12
8/12/2022,52456,52280,52480,52195,7620,0.4
8/16/2022,51821,52225,52455,51765,11110,-1.21
8/17/2022,51563,51821,51944,51507,9050,-0.5
8/18/2022,51642,51600,51851,51600,7360,0.15
8/19/2022,51517,51697,51697,51453,5930,-0.24
8/22/2022,51217,51451,51468,51060,8290,-0.58
8/23/2022,51458,51232,51565,51130,7920,0.47
8/24/2022,51480,51363,51581,51319,5220,0.04
8/25/2022,51628,51499,51816,51499,10730,0.29
8/26/2022,51242,51578,51638,51175,7330,-0.75
8/29/2022,51181,51092,51317,50855,6300,-0.12
8/30/2022,50701,51073,51141,50610,2380,-0.94
8/31/2022,50520,50499,50702,50415,110,-0.36
9/1/2022,50169,50280,50351,49990,150,-0.69
9/2/2022,50313,50275,50390,50275,0,0.29
9/5/2022,50604,50900,50900,50300,0,0.58
9/6/2022,50354,50610,50774,50323,8520,-0.49
9/7/2022,50570,50310,50596,50068,10290,0.43
9/8/2022,50429,50546,50825,50281,11950,-0.28
9/9/2022,50592,50545,50783,50435,11780,0.32
9/12/2022,50696,50553,50844,50453,12830,0.21
9/13/2022,50233,50678,50678,50090,19970,-0.91
9/14/2022,50101,50174,50220,50075,11570,-0.26
9/15/2022,49394,50020,50020,49258,21400,-1.41
9/16/2022,49451,49213,49545,49008,16470,0.12
9/19/2022,49361,49390,49463,49125,8750,-0.18
9/20/2022,49218,49470,49569,49157,8850,-0.29
9/21/2022,49428,49202,49548,49155,15990,0.43
9/22/2022,49955,49338,50140,49257,16900,1.07
9/23/2022,49382,49952,50017,49251,13950,-1.15
9/26/2022,49110,49200,49621,49050,13780,-0.55
9/27/2022,49160,49215,49365,49035,14680,0.1
9/28/2022,49726,49008,49773,48888,13390,1.15
9/29/2022,49902,49709,49923,49542,560,0.35
9/30/2022,50029,49920,50200,49910,100,0.25
10/3/2022,50245,50120,50550,50088,10,0.43
10/4/2022,51127,50801,51698,50800,10,1.76
10/5/2022,51361,51263,51390,51115,6570,0.46
10/6/2022,51711,51500,51799,51500,12580,0.68
10/7/2022,51716,51678,51872,51421,14320,0.01
10/10/2022,50871,51453,51453,50763,15000,-1.63
10/11/2022,50874,50800,50980,50548,11160,0.01
10/12/2022,50713,50563,50805,50550,7650,-0.32
10/13/2022,50615,50696,50920,50200,16460,-0.19
10/14/2022,50067,50551,50731,49982,14440,-1.08
10/17/2022,50231,50169,50474,50105,8780,0.33
10/18/2022,50192,50219,50293,50084,7200,-0.08
10/19/2022,49981,50063,50233,49856,9050,-0.42
10/20/2022,49938,49875,50168,49856,10020,-0.09
10/21/2022,50361,49901,50388,49616,17150,0.85
10/24/2022,50319,50355,50449,50270,1110,-0.08
10/25/2022,50353,50292,50525,50087,9110,0.07
10/26/2022,50411,50500,50560,50361,4410,0.12
10/27/2022,50450,50411,50550,50330,8990,0.08
10/28/2022,49956,50458,50495,49824,10970,-0.98
10/31/2022,50070,49964,50194,49920,6350,0.23
11/1/2022,50250,50094,50450,50093,190,0.36
11/2/2022,50414,50376,50740,50346,350,0.33
11/3/2022,49876,50185,50217,49815,50,-1.07
11/4/2022,50615,50048,50650,50048,110,1.48
11/7/2022,50901,50717,51029,50717,9680,0.57
11/8/2022,51581,50752,51648,50615,15490,1.34
11/9/2022,51474,51568,51680,51315,11720,-0.21
11/10/2022,52033,51469,52139,51469,15540,1.09
11/11/2022,52275,52033,52451,52002,13180,0.47
11/14/2022,52601,52274,52672,52217,10440,0.62
11/15/2022,52545,52615,52850,52501,15080,-0.11
11/16/2022,52883,52711,52999,52701,11390,0.64
11/17/2022,52698,52854,52854,52626,8270,-0.35
11/18/2022,52501,52750,52844,52411,8100,-0.37
11/21/2022,52201,52401,52515,52066,8750,-0.57
11/22/2022,52161,52248,52384,52129,8400,-0.08
11/23/2022,52259,52000,52296,52000,9680,0.19
11/24/2022,52494,52375,52549,52375,5960,0.45
11/25/2022,52386,52550,52580,52274,5570,-0.21
11/28/2022,52148,52280,52669,52111,9450,-0.45
11/29/2022,52357,52237,52525,52210,3160,0.4
11/30/2022,52434,52464,52634,52360,650,0.15
12/1/2022,53339,52768,53593,52723,280,1.73
12/2/2022,53346,53246,53544,53130,140,0.01
12/5/2022,53300,53646,53735,53000,160,-0.09
12/6/2022,53446,53500,53598,53256,6840,0.27
12/7/2022,53665,53444,53715,53401,6290,0.41
12/8/2022,53741,53646,53866,53614,5370,0.14
12/9/2022,53950,53860,54085,53704,8680,0.39
12/12/2022,53791,53802,53957,53721,5810,-0.29
12/13/2022,54376,53875,54599,53810,11970,1.09
12/14/2022,54340,54449,54529,54252,6180,-0.07
12/15/2022,53795,54073,54131,53580,10790,-1
12/16/2022,53957,53855,54065,53690,7310,0.3
12/19/2022,53945,54100,54222,53863,5440,-0.02
12/20/2022,54541,53955,54650,53955,9990,1.1
12/21/2022,54684,54527,54849,54501,5820,0.26
12/22/2022,54066,54650,54733,54005,10850,-1.13
12/23/2022,54104,54089,54249,54000,5230,0.07
12/26/2022,54230,54070,54281,54050,2780,0.23
12/27/2022,54546,54293,54880,54219,6980,0.58
12/28/2022,54324,54451,54505,54124,5090,-0.41
12/29/2022,54642,54308,54691,54235,8039,0.59
12/30/2022,54779,54634,54869,54516,2940,0.25
1/2/2023,55016,54900,55029,54898,550,0.43
1/3/2023,55380,55419,55820,55264,1590,0.66
1/4/2023,55688,55600,55821,55555,450,0.56
1/5/2023,55071,56107,56107,54997,740,-1.11
1/6/2023,55628,55303,55700,55205,9170,1.01
1/9/2023,55792,55952,56077,55721,8180,0.29
1/10/2023,55642,55849,55879,55580,6970,-0.27
1/11/2023,55641,55655,55855,55472,7340,0
1/12/2023,55801,55700,55920,55550,8850,0.29
1/13/2023,56224,55845,56253,55800,11810,0.76
1/16/2023,56414,56295,56460,56262,5510,0.34
1/17/2023,56306,56230,56430,56230,6770,-0.19
1/18/2023,56220,56289,56492,56073,9600,-0.15
1/19/2023,56443,56299,56470,56187,7670,0.4
1/20/2023,56569,56540,56768,56507,6480,0.22
1/23/2023,56705,56610,56799,56385,8710,0.24
1/24/2023,56881,56815,57000,56633,9070,0.31
1/25/2023,56865,56895,56929,56650,6580,-0.03
1/27/2023,56789,56730,56895,56500,10210,-0.13
1/30/2023,56754,56760,57001,56588,4850,-0.06
1/31/2023,56864,56700,56935,56460,1040,0.19
2/1/2023,57599,56879,58100,56800,640,1.29
2/2/2023,57710,58299,58895,57700,210,0.19
2/3/2023,57424,57962,57990,57202,90,-0.5
2/6/2023,56926,56690,57076,56665,10030,-0.87
2/7/2023,57175,57000,57269,56888,9070,0.44
2/8/2023,57128,57188,57303,56930,7560,-0.08
2/9/2023,56797,57117,57281,56690,9660,-0.58
2/10/2023,56711,56740,56800,56465,10530,-0.15
2/13/2023,56486,56759,56839,56466,7870,-0.4
2/14/2023,56679,56560,56949,56367,16320,0.34
2/15/2023,56151,56634,56634,56103,10490,-0.93
2/16/2023,56229,56235,56280,55929,8920,0.14
2/17/2023,56232,56348,56348,55737,9200,0.01
2/20/2023,56202,56194,56339,56181,3510,-0.05
2/21/2023,56157,56181,56285,56000,6390,-0.08
2/22/2023,56060,56103,56350,55963,6300,-0.17
2/23/2023,55630,56000,56000,55566,6190,-0.77
2/24/2023,55535,55794,55794,55486,6660,-0.17
2/27/2023,55447,55503,55540,55341,2610,-0.16
2/28/2023,55714,55549,55999,55325,380,0.48
3/1/2023,56047,55990,56144,55799,110,0.6
3/2/2023,55915,55935,56050,55100,170,-0.24
3/3/2023,55879,55999,56029,55710,60,-0.06
3/6/2023,55752,55605,55986,55605,6390,-0.23
3/7/2023,55077,55655,55677,55050,7900,-1.21
3/8/2023,54955,55010,55140,54888,7210,-0.22
3/9/2023,55272,54987,55395,54819,9130,0.58
3/10/2023,56101,55257,56147,55253,13840,1.5
3/13/2023,57539,56216,57600,56216,18780,2.56
3/14/2023,57417,57001,57678,57000,11660,-0.21
3/15/2023,58263,57420,58557,57015,20000,1.47
3/16/2023,57942,58186,58430,57800,14100,-0.55
3/17/2023,59231,58250,59295,58066,16730,2.22
3/20/2023,59424,59317,60320,59120,24580,0.33
3/21/2023,58520,59472,59632,58474,16820,-1.52
3/22/2023,58684,58515,58772,58380,10090,0.28
3/23/2023,59436,58769,59490,58769,13200,1.28
3/24/2023,59226,59410,59892,59141,15160,-0.35
3/27/2023,58496,59257,59257,58401,12460,-1.23
3/28/2023,58986,58657,59051,58463,8910,0.84
3/29/2023,58997,58899,59089,58665,8700,0.02
3/30/2023,59389,59044,59456,58891,2690,0.66
3/31/2023,59314,59312,59670,59247,890,-0.13
4/3/2023,59600,59750,59760,59031,290,0.48
4/4/2023,60435,59558,60625,59558,160,1.4
4/5/2023,60366,60599,60949,60100,350,-0.11
4/6/2023,60276,60500,60580,60075,10850,-0.15
4/10/2023,59867,60012,60200,59730,10300,-0.68
4/11/2023,60281,59980,60350,59961,9790,0.69
4/12/2023,60404,60390,60822,60151,14070,0.2
4/13/2023,60987,60498,61142,60461,14930,0.97
4/14/2023,60145,60986,60986,59918,14070,-1.38
4/17/2023,60051,60050,60444,59764,13500,-0.16
4/18/2023,60331,60050,60499,60007,11380,0.47
4/19/2023,60172,60323,60384,59627,17270,-0.26
4/20/2023,60389,59932,60549,59932,10300,0.36
4/21/2023,59810,60311,60373,59565,17110,-0.96
4/24/2023,59928,59652,59978,59575,8500,0.2
4/25/2023,60123,59980,60195,59701,11510,0.33
4/26/2023,59849,60085,60300,59805,10020,-0.46
4/27/2023,59913,60100,60248,59605,9710,0.11
4/28/2023,60057,59888,60124,59741,7030,0.24
5/1/2023,59979,60170,60449,59900,1490,-0.13
5/2/2023,60787,60050,60861,59900,710,1.35
5/3/2023,61073,60925,61146,60700,190,0.47
5/4/2023,61683,61374,61898,61150,180,1
5/5/2023,60799,61899,61899,60200,110,-1.43
5/8/2023,60916,60750,61042,60750,9010,0.19
5/9/2023,61359,60916,61390,60906,11890,0.73
5/10/2023,61207,61265,61571,60957,16020,-0.25
5/11/2023,60886,61228,61450,60801,18620,-0.52
5/12/2023,60843,60849,61031,60532,14970,-0.07
5/15/2023,60987,60740,61081,60740,7710,0.24
5/16/2023,60280,60938,60980,60200,14190,-1.16
5/17/2023,60189,60389,60420,60010,9460,-0.15
5/18/2023,59758,60148,60170,59621,12490,-0.72
5/19/2023,60389,59748,60492,59748,12690,1.06
5/22/2023,60271,60485,60510,60140,7430,-0.2
5/23/2023,60220,60033,60271,59774,11250,-0.08
5/24/2023,59918,60288,60395,59797,10440,-0.5
5/25/2023,59493,59752,60000,59411,11030,-0.71
5/26/2023,59430,59570,59690,59301,9040,-0.11
5/29/2023,59358,59450,59599,59250,8790,-0.12
5/30/2023,59845,58900,59946,58900,3450,0.82
5/31/2023,60252,59868,60368,59834,320,0.68
6/1/2023,60033,60100,60718,59696,350,-0.36
6/2/2023,59656,60449,60449,59601,60,-0.63
6/5/2023,59805,59588,60200,59200,40,0.25
6/6/2023,59902,59773,59998,59701,8000,0.16
6/7/2023,59511,59900,60025,59410,14680,-0.65
6/8/2023,59809,59550,59950,59410,14350,0.5
6/9/2023,59777,59805,60040,59676,7820,-0.05
6/12/2023,59595,59680,59850,59484,9120,-0.3
6/13/2023,59222,59680,59800,59151,15370,-0.63
6/14/2023,59249,59294,59390,59105,11390,0.05
6/15/2023,59249,59100,59275,58600,16410,0
6/16/2023,59249,59250,59427,59156,9350,0
6/19/2023,59043,59126,59260,59005,6090,-0.35
6/20/2023,58721,59064,59238,58555,11770,-0.55
6/21/2023,58630,58702,58762,58326,9890,-0.15
6/22/2023,58144,58553,58644,58111,10480,-0.83
6/23/2023,58188,58111,58594,58046,10120,0.08
6/26/2023,58256,58282,58495,58211,7600,0.12
6/27/2023,58015,58350,58391,57930,8400,-0.41
6/28/2023,57796,58080,58080,57690,10090,-0.38
6/29/2023,57578,57600,57811,57375,6460,-0.38
6/30/2023,58020,57743,58059,57673,440,0.77
7/3/2023,58119,57979,58205,57830,70,0.17
7/4/2023,58194,58171,58239,58124,20,0.13
7/5/2023,58308,58186,58450,58148,120,0.2
7/6/2023,58385,58469,58637,58150,13960,0.13
7/7/2023,58747,58396,58898,58313,13140,0.62
7/10/2023,58635,58690,58720,58390,9830,-0.19
7/11/2023,58737,58601,58840,58553,8870,0.17
7/12/2023,59113,58790,59168,58688,13170,0.64
7/13/2023,59185,59150,59325,59050,9300,0.12
7/14/2023,59229,59207,59320,59083,7720,0.07
7/17/2023,59061,59095,59180,58861,8540,-0.28
7/18/2023,59633,59135,59767,59112,15280,0.97
7/19/2023,59683,59650,59739,59505,7000,0.08
7/20/2023,59459,59750,59842,59338,9930,-0.38
7/21/2023,59221,59460,59500,59110,7400,-0.4
7/24/2023,59013,59188,59234,58967,8039,-0.35
7/25/2023,59120,59057,59191,58870,8850,0.18
7/26/2023,59347,59199,59460,59097,9910,0.38
7/27/2023,58878,59455,59538,58711,13670,-0.79
7/28/2023,59288,58989,59335,58910,10910,0.7
7/31/2023,59628,59064,59702,59064,4230,0.57
8/1/2023,59048,59528,59528,59029,780,-0.97
8/2/2023,59117,59241,59399,59041,130,0.12
8/3/2023,59078,59099,59860,58950,160,-0.07
8/4/2023,59124,59074,59249,59037,20,0.08
8/7/2023,59201,59325,59380,59135,8380,0.13
8/8/2023,58997,59161,59215,58950,9730,-0.34
8/9/2023,58719,59051,59097,58702,9960,-0.47
8/10/2023,58605,58680,58879,58508,7820,-0.19
8/11/2023,58629,58582,58741,58487,6650,0.04
8/14/2023,58663,58744,58744,58525,4960,0.06
8/16/2023,58413,58598,58619,58401,5670,-0.43
8/17/2023,58027,58385,58390,58007,8380,-0.66
8/18/2023,58098,58169,58265,58055,4990,0.12
8/21/2023,58164,58110,58320,57992,8850,0.11
8/22/2023,58221,58164,58328,58073,6850,0.1
8/23/2023,58430,58290,58456,58160,7780,0.36
8/24/2023,58436,58448,58533,58261,7110,0.01
8/25/2023,58273,58383,58520,58171,9060,-0.28
8/28/2023,58497,58300,58600,58206,8810,0.38
8/29/2023,58843,58620,58880,58430,11850,0.59
8/30/2023,59117,58832,59164,58830,5370,0.47
8/31/2023,59113,59138,59379,59001,200,-0.01
9/1/2023,59106,59082,59507,59051,400,-0.01
9/4/2023,59385,59125,59540,59101,90,0.47
9/5/2023,59301,59550,59550,59150,30,-0.14
9/6/2023,59111,59208,59310,59021,6940,-0.32
9/7/2023,59016,59124,59125,58981,4270,-0.16
9/8/2023,58905,59117,59200,58872,5870,-0.19
9/11/2023,58941,58932,59120,58902,4160,0.06
9/12/2023,58642,58999,58999,58576,8320,-0.51
9/13/2023,58610,58576,58726,58527,5100,-0.05
9/14/2023,58608,58500,58635,58385,6590,0
9/15/2023,58992,58690,59111,58677,8140,0.66
9/18/2023,59212,59079,59225,59056,5050,0.37
9/19/2023,59265,59250,59350,59231,2650,0.09
9/20/2023,59363,59167,59388,59100,6430,0.17
9/21/2023,58853,59300,59300,58726,9320,-0.86
9/22/2023,58896,58800,58948,58721,5380,0.07
9/25/2023,58707,58860,58948,58674,6480,-0.32
9/26/2023,58478,58656,58700,58454,9340,-0.39
9/27/2023,57759,58466,58478,57662,13130,-1.23
9/28/2023,57146,57675,57788,56674,6960,-1.06
9/29/2023,57061,57445,57727,56802,340,-0.15
10/3/2023,56385,56323,56490,56251,80,-1.18
10/4/2023,56229,56280,56367,56205,140,-0.28
10/5/2023,56112,55913,56336,55913,320,-0.21
10/6/2023,56582,56486,56641,56160,11220,0.84
10/9/2023,57268,56720,57300,56720,9880,1.21
10/10/2023,57364,57320,57450,57230,7420,0.17
10/11/2023,57636,57387,57742,57340,8000,0.47
10/12/2023,57613,57721,57900,57575,8260,-0.04
10/13/2023,58993,57665,59019,57634,23770,2.4
10/16/2023,58993,58880,58993,58600,7880,0
10/17/2023,58922,58850,59100,58700,7160,-0.12
10/18/2023,59680,59127,59846,59127,16040,1.29
10/19/2023,59935,59600,59978,59481,12200,0.43
10/20/2023,60405,59978,60740,59935,17320,0.78
10/23/2023,60402,60100,60525,60100,10990,0
10/24/2023,60351,60400,60401,59958,7290,-0.08
10/25/2023,60652,60282,60680,60180,14340,0.5
10/26/2023,60735,60673,60880,60410,10480,0.14
10/27/2023,60952,60759,61056,60588,7890,0.36
10/30/2023,61077,60952,61280,60952,4350,0.21
10/31/2023,60879,61021,61688,60800,360,-0.32
11/1/2023,60757,60729,61478,60621,200,-0.2
11/2/2023,60805,60828,60845,60666,190,0.08
11/3/2023,60829,60822,61590,60005,240,0.04
11/6/2023,60818,60851,60980,60750,7710,-0.02
11/7/2023,60365,60746,60746,60200,11600,-0.74
11/8/2023,60043,60401,60460,59979,11790,-0.53
11/9/2023,60271,59959,60339,59801,11150,0.38
11/10/2023,59697,60231,60247,59672,11820,-0.95
11/12/2023,59785,59600,59800,59600,1090,0.15
11/13/2023,59844,59791,59915,59521,8340,0.1
11/14/2023,60083,59853,60344,59757,7860,0.4
11/15/2023,60120,59814,60400,59500,9310,0.06
11/16/2023,60654,60099,60800,60093,13330,0.89
11/17/2023,60678,60697,60957,60610,10030,0.04
11/20/2023,60657,60678,60745,60375,8930,-0.03
11/21/2023,61212,60738,61330,60738,14350,0.91
11/22/2023,61065,61058,61360,60977,8380,-0.24
11/23/2023,61093,60950,61223,60950,5060,0.05
11/24/2023,61352,61128,61388,61101,6850,0.42
11/27/2023,61557,61399,61685,61399,4380,0.33
11/28/2023,62409,61601,62512,61450,10550,1.38
11/29/2023,62470,62300,62676,62271,2620,0.1
11/30/2023,62639,62609,62750,62365,360,0.27
12/1/2023,62876,62634,62993,62409,210,0.38
12/4/2023,62302,64342,64344,62254,180,-0.91
12/5/2023,62600,63303,63303,61941,80,0.48
12/6/2023,62269,62169,62419,62055,10640,-0.53
12/7/2023,62290,62205,62578,62088,9880,0.03
12/8/2023,61597,62385,62386,61525,15530,-1.11
12/11/2023,60986,61595,61636,60957,13740,-0.99
12/12/2023,60984,60711,61400,60711,11020,0
12/13/2023,60992,60946,61125,60758,9060,0.01
12/14/2023,62229,61350,62625,61350,18880,2.03
12/15/2023,61991,62232,62365,61880,8440,-0.38
12/18/2023,62057,62587,62587,61714,6480,0.11
12/19/2023,62211,61960,62377,61850,7840,0.25
12/20/2023,62151,62238,62332,62053,7000,-0.1
12/21/2023,62257,62197,62417,62111,7000,0.17
12/22/2023,62657,62355,62948,62355,12200,0.64
12/26/2023,62722,63127,63250,62616,5660,0.1
12/27/2023,63292,62835,63317,62828,8280,0.91
12/28/2023,63119,63119,63471,62969,7810,-0.27
12/29/2023,62954,62993,63107,62783,6770,-0.26
1/1/2024,63001,63035,63188,62893,2410,0.07
1/2/2024,63039,63072,63338,62894,680,0.06
1/3/2024,62294,63057,63122,62223,1250,-1.18
1/4/2024,62444,62518,62555,62218,60,0.24
1/5/2024,62627,62465,62763,62250,80,0.29
1/8/2024,62140,62530,62536,61977,14950,-0.78
1/9/2024,62211,62211,62489,62152,9520,0.11
1/10/2024,62047,62240,62390,62010,8400,-0.26
1/11/2024,61830,62102,62462,61775,13130,-0.35
1/12/2024,62372,62098,62669,62098,15330,0.88
1/15/2024,62567,62521,62644,62448,4990,0.31
1/16/2024,62065,62500,62530,62013,11280,-0.8
1/17/2024,61561,62091,62115,61515,13550,-0.81
1/18/2024,61791,61600,61830,61512,8140,0.37
1/19/2024,62021,61874,62246,61850,10620,0.37
1/22/2024,61888,62021,62030,61755,3840,-0.21
1/23/2024,62003,61917,62239,61873,8770,0.19
1/24/2024,62072,62124,62294,61950,11110,0.11
1/25/2024,62036,62047,62195,61933,8610,-0.06
1/29/2024,62234,62196,62370,62125,10910,0.32
1/30/2024,62371,62280,62730,62254,3060,0.22
1/31/2024,62865,62580,62982,62063,340,0.79
2/1/2024,63079,62900,63400,62430,160,0.34
2/2/2024,62639,63360,63640,62453,230,-0.7
2/5/2024,62542,63441,63441,62400,80,-0.15
2/6/2024,62322,62081,62367,62015,7330,-0.35
2/7/2024,62305,62243,62462,62191,5660,-0.03
2/8/2024,62219,62255,62329,62005,7530,-0.14
2/9/2024,62105,62249,62300,61966,6310,-0.18
2/12/2024,61856,62079,62079,61735,9080,-0.4
2/13/2024,61267,61965,62150,61153,14350,-0.95
2/14/2024,61170,61115,61211,60922,8990,-0.16
2/15/2024,61306,61163,61420,61042,7050,0.22
2/16/2024,61498,61331,61525,61135,7190,0.31
2/19/2024,61641,61588,61770,61512,5100,0.23
2/20/2024,61810,61623,61870,61554,6250,0.27
2/21/2024,61744,61850,61899,61690,4510,-0.11
2/22/2024,61661,61800,61943,61622,6620,-0.13
2/23/2024,61910,61657,61936,61493,8910,0.4
2/26/2024,61766,61948,61948,61666,6150,-0.23
2/27/2024,61839,61888,61963,61744,11120,0.12
2/28/2024,61792,61726,61948,61516,6650,-0.08
2/29/2024,62293,61835,62335,61810,640,0.81
3/1/2024,63135,62314,63190,62200,150,1.35
3/4/2024,63605,63153,64135,62620,90,0.74
3/5/2024,64193,64059,64541,64050,10,0.92
3/6/2024,65042,64659,65127,64559,13400,1.32
3/7/2024,65246,65150,65419,65055,13400,0.31
3/8/2024,65847,65375,66120,65315,16030,0.92
3/11/2024,65872,66000,66026,65750,8450,0.04
3/12/2024,65334,65852,65867,65260,15980,-0.82
3/13/2024,65717,65490,65842,65300,8630,0.59
3/14/2024,65435,65620,65675,65280,8360,-0.43
3/15/2024,65367,65484,65695,65349,7770,-0.1
3/18/2024,65429,65252,65548,65041,8910,0.09
3/19/2024,65431,65452,65541,65222,8440,0
3/20/2024,65556,65455,65670,65400,7390,0.19
3/21/2024,65939,65456,66785,65390,19090,0.58
3/22/2024,65686,65733,66061,65600,11510,-0.38
3/25/2024,65862,66250,66350,65800,4180,0.27
3/26/2024,66027,65800,66280,65711,13050,0.25
3/27/2024,66295,66028,66380,65960,8910,0.41
3/28/2024,67592,66370,67870,66370,14140,1.96
4/1/2024,68263,68211,69387,68000,3020,0.99
4/2/2024,68802,68550,69014,68500,610,0.79
4/3/2024,69725,70379,70379,69000,420,1.34
4/4/2024,69612,69850,70200,69400,270,-0.16
